Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
  0.00      2.28     0.00       31     0.00     0.00  nondeter_prog_state::add_transition_to_node(aalta_formula*, std::tr1::unordered_set<aalta_formula*, aalta_formula::af_prt_hash, std::equal_to<aalta_formula*>, std::allocator<aalta_formula*> >, aalta_formula*)
  0.00      2.28     0.00       31     0.00     0.00  std::list<aalta_formula*, std::allocator<aalta_formula*> >::front()
  0.00      2.28     0.00       31     0.00     0.00  std::list<aalta_formula*, std::allocator<aalta_formula*> >::_M_erase(std::_List_iterator<aalta_formula*>)
  0.00      2.28     0.00       31     0.00     0.00  std::list<aalta_formula*, std::allocator<aalta_formula*> >::pop_front()
  0.00      2.28     0.00       31     0.00     0.00  void std::_Construct<std::string, std::string>(std::string*, std::string const&)
  0.00      2.28     0.00       30     0.00     0.00  std::_Niter_base<aalta_formula**>::iterator_type std::__niter_base<aalta_formula**>(aalta_formula**)
  0.00      2.28     0.00       28     0.00     0.00  aalta_formula::split(int, std::list<aalta_formula*, std::allocator<aalta_formula*> >&, bool)
  0.00      2.28     0.00       28     0.00     0.00  std::_List_iterator<aalta_formula*>::operator++()
  0.00      2.28     0.00       28     0.00     0.00  std::tr1::_Hashtable<std::string, std::pair<std::string const, int>, std::allocator<std::pair<std::string const, int> >, std::_Select1st<std::pair<std::string const, int> >, std::equal_to<std::string>, std::tr1::hash<std::string>, std::tr1::__detail::_Mod_range_hashing, std::tr1::__detail::_Default_ranged_hash, std::tr1::__detail::_Prime_rehash_policy, false, false, true>::find(std::string const&)
  0.00      2.28     0.00       28     0.00     0.00  std::tr1::__detail::_Hashtable_iterator<std::pair<std::string const, int>, false, false>::_Hashtable_iterator(std::tr1::__detail::_Hash_node<std::pair<std::string const, int>, false>*, std::tr1::__detail::_Hash_node<std::pair<std::string const, int>, false>**)
  0.00      2.28     0.00       28     0.00     0.00  std::tr1::__detail::_Hashtable_const_iterator<std::pair<std::string const, int>, false, false>::_Hashtable_const_iterator(std::tr1::__detail::_Hashtable_iterator<std::pair<std::string const, int>, false, false> const&)
  0.00      2.28     0.00       28     0.00     0.00  bool std::tr1::__detail::operator==<std::pair<std::string const, int>, false>(std::tr1::__detail::_Hashtable_iterator_base<std::pair<std::string const, int>, false> const&, std::tr1::__detail::_Hashtable_iterator_base<std::pair<std::string const, int>, false> const&)
  0.00      2.28     0.00       28     0.00     0.00  std::pair<std::string const, int>* std::__addressof<std::pair<std::string const, int> >(std::pair<std::string const, int>&)
  0.00      2.28     0.00       26     0.00     0.00  std::_Select1st<std::pair<std::string const, int> >::operator()(std::pair<std::string const, int>&) const
  0.00      2.28     0.00       26     0.00     0.00  std::tr1::__detail::_Hash_code_base<std::string, std::pair<std::string const, int>, std::_Select1st<std::pair<std::string const, int> >, std::equal_to<std::string>, std::tr1::hash<std::string>, std::tr1::__detail::_Mod_range_hashing, std::tr1::__detail::_Default_ranged_hash, false>::_M_compare(std::string const&, unsigned long, std::tr1::__detail::_Hash_node<std::pair<std::string const, int>, false>*) const
  0.00      2.28     0.00       26     0.00     0.00  std::equal_to<std::string>::operator()(std::string const&, std::string const&) const
  0.00      2.28     0.00       26     0.00     0.00  __gnu_cxx::__enable_if<std::__is_char<char>::__value, bool>::__type std::operator==<char>(std::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::basic_string<char, std::char_traits<char>, std::allocator<char> > const&)
  0.00      2.28     0.00       24     0.00     0.00  allocate_cstr(char const*)
  0.00      2.28     0.00       24     0.00     0.00  aalta_formula::build_atom(char const*, bool)
  0.00      2.28     0.00       24     0.00     0.00  aalta_formula::get_name(int)
  0.00      2.28     0.00       24     0.00     0.00  __gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >::base() const
  0.00      2.28     0.00       24     0.00     0.00  std::_List_const_iterator<aalta_formula*>::_List_const_iterator(std::__detail::_List_node_base const*)
  0.00      2.28     0.00       24     0.00     0.00  create_var
  0.00      2.28     0.00       21     0.00     0.00  std::allocator<int>::allocator()
  0.00      2.28     0.00       21     0.00     0.00  std::vector<std::pair<std::tr1::unordered_set<aalta_formula*, aalta_formula::af_prt_hash, std::equal_to<aalta_formula*>, std::allocator<aalta_formula*> >, aalta_formula*>, std::allocator<std::pair<std::tr1::unordered_set<aalta_formula*, aalta_formula::af_prt_hash, std::equal_to<aalta_formula*>, std::allocator<aalta_formula*> >, aalta_formula*> > >::end()
  0.00      2.28     0.00       21     0.00     0.00  void std::__unguarded_linear_insert<aalta_formula**>(aalta_formula**)
  0.00      2.28     0.00       20     0.00     0.00  aalta_formula::mutex(aalta_formula*, std::tr1::unordered_set<int, std::tr1::hash<int>, std::equal_to<int>, std::allocator<int> >&, std::tr1::unordered_set<int, std::tr1::hash<int>, std::equal_to<int>, std::allocator<int> >&)
  0.00      2.28     0.00       20     0.00     0.00  __gnu_cxx::new_allocator<std::tr1::__detail::_Hash_node<int, false> >::new_allocator()
  0.00      2.28     0.00       20     0.00     0.00  __gnu_cxx::new_allocator<std::tr1::__detail::_Hash_node<int, false> >::~new_allocator()
  0.00      2.28     0.00       20     0.00     0.00  __gnu_cxx::new_allocator<std::tr1::__detail::_Hash_node<int, false>*>::deallocate(std::tr1::__detail::_Hash_node<int, false>**, unsigned long)
  0.00      2.28     0.00       20     0.00     0.00  __gnu_cxx::new_allocator<std::tr1::__detail::_Hash_node<int, false>*>::allocate(unsigned long, void const*)
  0.00      2.28     0.00       20     0.00     0.00  __gnu_cxx::new_allocator<std::tr1::__detail::_Hash_node<int, false>*>::max_size() const
  0.00      2.28     0.00       20     0.00     0.00  std::tr1::__detail::_Hashtable_const_iterator<std::pair<std::string const, int>, false, false>::operator->() const
  0.00      2.28     0.00       20     0.00     0.00  std::allocator<std::tr1::__detail::_Hash_node<int, false> >::allocator<int>(std::allocator<int> const&)
  0.00      2.28     0.00       20     0.00     0.00  std::allocator<std::tr1::__detail::_Hash_node<int, false> >::~allocator()
  0.00      2.28     0.00       20     0.00     0.00  std::char_traits<char>::compare(char const*, char const*, unsigned long)
  0.00      2.28     0.00       20     0.00     0.00  std::_Vector_base<std::string, std::allocator<std::string> >::_M_get_Tp_allocator()
  0.00      2.28     0.00       20     0.00     0.00  std::tr1::_Hashtable<int, int, std::allocator<int>, std::_Identity<int>, std::equal_to<int>, std::tr1::hash<int>, std::tr1::__detail::_Mod_range_hashing, std::tr1::__detail::_Default_ranged_hash, std::tr1::__detail::_Prime_rehash_policy, false, true, true>::_M_allocate_buckets(unsigned long)
  0.00      2.28     0.00       20     0.00     0.00  std::tr1::_Hashtable<int, int, std::allocator<int>, std::_Identity<int>, std::equal_to<int>, std::tr1::hash<int>, std::tr1::__detail::_Mod_range_hashing, std::tr1::__detail::_Default_ranged_hash, std::tr1::__detail::_Prime_rehash_policy, false, true, true>::_M_deallocate_nodes(std::tr1::__detail::_Hash_node<int, false>**, unsigned long)
  0.00      2.28     0.00       20     0.00     0.00  std::tr1::_Hashtable<int, int, std::allocator<int>, std::_Identity<int>, std::equal_to<int>, std::tr1::hash<int>, std::tr1::__detail::_Mod_range_hashing, std::tr1::__detail::_Default_ranged_hash, std::tr1::__detail::_Prime_rehash_policy, false, true, true>::_M_deallocate_buckets(std::tr1::__detail::_Hash_node<int, false>**, unsigned long)
  0.00      2.28     0.00       20     0.00     0.00  std::tr1::_Hashtable<int, int, std::allocator<int>, std::_Identity<int>, std::equal_to<int>, std::tr1::hash<int>, std::tr1::__detail::_Mod_range_hashing, std::tr1::__detail::_Default_ranged_hash, std::tr1::__detail::_Prime_rehash_policy, false, true, true>::clear()
  0.00      2.28     0.00       20     0.00     0.00  std::tr1::_Hashtable<int, int, std::allocator<int>, std::_Identity<int>, std::equal_to<int>, std::tr1::hash<int>, std::tr1::__detail::_Mod_range_hashing, std::tr1::__detail::_Default_ranged_hash, std::tr1::__detail::_Prime_rehash_policy, false, true, true>::_Hashtable(unsigned long, std::tr1::hash<int> const&, std::tr1::__detail::_Mod_range_hashing const&, std::tr1::__detail::_Default_ranged_hash const&, std::equal_to<int> const&, std::_Identity<int> const&, std::allocator<int> const&)
  0.00      2.28     0.00       20     0.00     0.00  std::tr1::_Hashtable<int, int, std::allocator<int>, std::_Identity<int>, std::equal_to<int>, std::tr1::hash<int>, std::tr1::__detail::_Mod_range_hashing, std::tr1::__detail::_Default_ranged_hash, std::tr1::__detail::_Prime_rehash_policy, false, true, true>::~_Hashtable()
  0.00      2.28     0.00       20     0.00     0.00  std::tr1::unordered_set<int, std::tr1::hash<int>, std::equal_to<int>, std::allocator<int> >::unordered_set(unsigned long, std::tr1::hash<int> const&, std::equal_to<int> const&, std::allocator<int> const&)
  0.00      2.28     0.00       20     0.00     0.00  std::tr1::unordered_set<int, std::tr1::hash<int>, std::equal_to<int>, std::allocator<int> >::~unordered_set()
  0.00      2.28     0.00       20     0.00     0.00  std::tr1::__unordered_set<int, std::tr1::hash<int>, std::equal_to<int>, std::allocator<int>, false>::__unordered_set(unsigned long, std::tr1::hash<int> const&, std::equal_to<int> const&, std::allocator<int> const&)
  0.00      2.28     0.00       20     0.00     0.00  std::tr1::__unordered_set<int, std::tr1::hash<int>, std::equal_to<int>, std::allocator<int>, false>::~__unordered_set()
  0.00      2.28     0.00       20     0.00     0.00  std::tr1::__detail::_Hash_code_base<int, int, std::_Identity<int>, std::equal_to<int>, std::tr1::hash<int>, std::tr1::__detail::_Mod_range_hashing, std::tr1::__detail::_Default_ranged_hash, false>::_Hash_code_base(std::_Identity<int> const&, std::equal_to<int> const&, std::tr1::hash<int> const&, std::tr1::__detail::_Mod_range_hashing const&, std::tr1::__detail::_Default_ranged_hash const&)
  0.00      2.28     0.00       20     0.00     0.00  std::_Miter_base<aalta_formula**>::iterator_type std::__miter_base<aalta_formula**>(aalta_formula**)
  0.00      2.28     0.00       20     0.00     0.00  void std::fill<std::tr1::__detail::_Hash_node<int, false>**, std::tr1::__detail::_Hash_node<int, false>*>(std::tr1::__detail::_Hash_node<int, false>**, std::tr1::__detail::_Hash_node<int, false>**, std::tr1::__detail::_Hash_node<int, false>* const&)
  0.00      2.28     0.00       20     0.00     0.00  __gnu_cxx::__enable_if<std::__is_scalar<std::tr1::__detail::_Hash_node<int, false>*>::__value, void>::__type std::__fill_a<std::tr1::__detail::_Hash_node<int, false>**, std::tr1::__detail::_Hash_node<int, false>*>(std::tr1::__detail::_Hash_node<int, false>**, std::tr1::__detail::_Hash_node<int, false>**, std::tr1::__detail::_Hash_node<int, false>* const&)
  0.00      2.28     0.00       19     0.00     0.00  __gnu_cxx::new_allocator<std::string>::construct(std::string*, std::string const&)
  0.00      2.28     0.00       19     0.00     0.00  void __gnu_cxx::__alloc_traits<std::allocator<std::string> >::construct<std::string>(std::allocator<std::string>&, std::string*, std::string const&)
  0.00      2.28     0.00       19     0.00     0.00  std::vector<std::string, std::allocator<std::string> >::push_back(std::string const&)
  0.00      2.28     0.00       18     0.00     0.00  __gnu_cxx::new_allocator<std::pair<aalta_formula* const, aalta_formula*> >::new_allocator()
  0.00      2.28     0.00       18     0.00     0.00  __gnu_cxx::new_allocator<std::pair<aalta_formula* const, aalta_formula*> >::~new_allocator()
  0.00      2.28     0.00       18     0.00     0.00  __gnu_cxx::new_allocator<std::pair<std::tr1::unordered_set<aalta_formula*, aalta_formula::af_prt_hash, std::equal_to<aalta_formula*>, std::allocator<aalta_formula*> >, aalta_formula*> >::destroy(std::pair<std::tr1::unordered_set<aalta_formula*, aalta_formula::af_prt_hash, std::equal_to<aalta_formula*>, std::allocator<aalta_formula*> >, aalta_formula*>*)
  0.00      2.28     0.00       18     0.00     0.00  __gnu_cxx::new_allocator<std::pair<std::tr1::unordered_set<aalta_formula*, aalta_formula::af_prt_hash, std::equal_to<aalta_formula*>, std::allocator<aalta_formula*> >, aalta_formula*> >::construct(std::pair<std::tr1::unordered_set<aalta_formula*, aalta_formula::af_prt_hash, std::equal_to<aalta_formula*>, std::allocator<aalta_formula*> >, aalta_formula*>*, std::pair<std::tr1::unordered_set<aalta_formula*, aalta_formula::af_prt_hash, std::equal_to<aalta_formula*>, std::allocator<aalta_formula*> >, aalta_formula*> const&)
  0.00      2.28     0.00       18     0.00     0.00  __gnu_cxx::__alloc_traits<std::allocator<std::pair<std::tr1::unordered_set<aalta_formula*, aalta_formula::af_prt_hash, std::equal_to<aalta_formula*>, std::allocator<aalta_formula*> >, aalta_formula*> > >::destroy(std::allocator<std::pair<std::tr1::unordered_set<aalta_formula*, aalta_formula::af_prt_hash, std::equal_to<aalta_formula*>, std::allocator<aalta_formula*> >, aalta_formula*> >&, std::pair<std::tr1::unordered_set<aalta_formula*, aalta_formula::af_prt_hash, std::equal_to<aalta_formula*>, std::allocator<aalta_formula*> >, aalta_formula*>*)
  0.00      2.28     0.00       18     0.00     0.00  void __gnu_cxx::__alloc_traits<std::allocator<std::pair<std::tr1::unordered_set<aalta_formula*, aalta_formula::af_prt_hash, std::equal_to<aalta_formula*>, std::allocator<aalta_formula*> >, aalta_formula*> > >::construct<std::pair<std::tr1::unordered_set<aalta_formula*, aalta_formula::af_prt_hash, std::equal_to<aalta_formula*>, std::allocator<aalta_formula*> >, aalta_formula*> >(std::allocator<std::pair<std::tr1::unordered_set<aalta_formula*, aalta_formula::af_prt_hash, std::equal_to<aalta_formula*>, std::allocator<aalta_formula*> >, aalta_formula*> >&, std::pair<std::tr1::unordered_set<aalta_formula*, aalta_formula::af_prt_hash, std::equal_to<aalta_formula*>, std::allocator<aalta_formula*> >, aalta_formula*>*, std::pair<std::tr1::unordered_set<aalta_formula*, aalta_formula::af_prt_hash, std::equal_to<aalta_formula*>, std::allocator<aalta_formula*> >, aalta_formula*> const&)
  0.00      2.28     0.00       18     0.00     0.00  __gnu_cxx::new_allocator<std::string>::max_size() const
  0.00      2.28     0.00       18     0.00     0.00  __gnu_cxx::__normal_iterator<std::pair<std::tr1::unordered_set<aalta_formula*, aalta_formula::af_prt_hash, std::equal_to<aalta_formula*>, std::allocator<aalta_formula*> >, aalta_formula*>*, std::vector<std::pair<std::tr1::unordered_set<aalta_formula*, aalta_formula::af_prt_hash, std::equal_to<aalta_formula*>, std::allocator<aalta_formula*> >, aalta_formula*>, std::allocator<std::pair<std::tr1::unordered_set<aalta_formula*, aalta_formula::af_prt_hash, std::equal_to<aalta_formula*>, std::allocator<aalta_formula*> >, aalta_formula*> > > >::operator*() const
  0.00      2.28     0.00       18     0.00     0.00  __gnu_cxx::__normal_iterator<std::pair<std::tr1::unordered_set<aalta_formula*, aalta_formula::af_prt_hash, std::equal_to<aalta_formula*>, std::allocator<aalta_formula*> >, aalta_formula*>*, std::vector<std::pair<std::tr1::unordered_set<aalta_formula*, aalta_formula::af_prt_hash, std::equal_to<aalta_formula*>, std::allocator<aalta_formula*> >, aalta_formula*>, std::allocator<std::pair<std::tr1::unordered_set<aalta_formula*, aalta_formula::af_prt_hash, std::equal_to<aalta_formula*>, std::allocator<aalta_formula*> >, aalta_formula*> > > >::operator-(long const&) const
